,order_id,booker_id,product_type,sales_channel,ticket_count,pricing_currency,pricing_average_ticket_price,pricing_total_gross,customer_country,customer_region,customer_city,customer_postal_code,performance_show_name,performance_starts_at,purchase_purchased_at,purchase_lead_time_days,purchase_weeks_prior_to_performance
27949,1147433,793192,Dinner & Show,Web Order,4,USD,89.96,359.84,United States,Minnesota,Rogers,55374,Biopic Title 2,2023-11-21 20:00:00,2023-11-04 15:25:00,17,2
27950,1147436,793193,Dinner & Show,Phone Order,2,USD,0.0,0.0,United States,Minnesota,Cushing,56443,Biopic Title 2,2023-11-10 20:00:00,2023-11-04 15:38:00,6,1
27951,1147437,793194,Dinner & Show,Web Order,6,USD,101.88,611.25,United States,Minnesota,Anoka,55303,Biopic Title 2,2023-11-12 18:30:00,2023-11-04 15:49:00,8,1
27952,1147438,523165,Dinner & Show,Phone Order,4,USD,118.13,472.52,United States,Minnesota,Green Isle,55338,Biopic Title 2,2024-01-06 20:00:00,2023-11-04 16:04:00,63,9
27953,1147439,172387,Dinner & Show,Phone Order,2,USD,0.0,0.0,United States,Iowa,Sioux Center,51250,Biopic Title 2,2023-11-17 20:00:00,2023-11-04 16:05:00,13,2
27954,1147440,793195,Dinner & Show,Web Order,6,USD,110.55,663.3,United States,Minnesota,Bloomington,55431,Biopic Title 2,2023-11-19 18:30:00,2023-11-04 16:07:00,15,2
27955,1147441,793196,Dinner & Show,Web Order,6,USD,118.13,708.78,United States,Minnesota,Eagan,55123,Biopic Title 2,2023-11-25 20:00:00,2023-11-04 16:09:00,21,3
27956,1147442,793197,Dinner & Show,Web Order,4,USD,87.79,351.16,United States,Wisconsin,Milton,53563,Biopic Title 2,2023-11-23 13:00:00,2023-11-04 16:21:00,19,3
27957,1147443,787912,Show Only,Phone Order,2,USD,74.78,149.56,United States,Minnesota,Burnsville,55337,Biopic Title 2,2023-11-07 20:00:00,2023-11-04 16:21:00,3,0
27958,1147444,793198,Dinner & Show,Web Order,2,USD,96.46,192.92,United States,Minnesota,Minneapolis,55409,Biopic Title 2,2023-11-11 13:00:00,2023-11-04 16:26:00,7,1
27959,1147446,793200,Dinner & Show,Web Order,2,USD,103.63,207.26,United States,Minnesota,North Saint Paul,55109,Biopic Title 2,2023-11-16 20:00:00,2023-11-04 16:40:00,12,2
27960,1147450,793203,Dinner & Show,Phone Order,2,USD,118.13,236.26,United States,Minnesota,Duluth,55805,Biopic Title 2,2023-11-04 20:00:00,2023-11-04 17:00:00,0,0
27961,1147451,793205,Dinner & Show,Web Order,5,USD,69.37,346.85,United States,Minnesota,Minneapolis,55414,Biopic Title 2,2023-11-17 20:00:00,2023-11-04 17:02:00,13,2
27962,1147453,793206,Dinner & Show,Web Order,4,USD,85.62,342.48,United States,Colorado,Boulder,80304,Biopic Title 2,2023-12-13 13:00:00,2023-11-04 17:04:00,39,6
27963,1147455,793207,Dinner & Show,Web Order,6,USD,118.13,708.78,United States,Minnesota,Wayzata,55391,Biopic Title 2,2023-12-16 20:00:00,2023-11-04 17:13:00,42,6
27964,1147456,793208,Dinner & Show,Web Order,2,USD,118.13,236.26,United States,Minnesota,Rosemount,55068,Biopic Title,2024-03-15 20:00:00,2023-11-04 17:19:00,132,19
27965,1147457,793209,Dinner & Show,Web Order,2,USD,89.96,179.92,United States,South Dakota,Watertown,57201,Biopic Title 2,2023-11-08 20:00:00,2023-11-04 17:20:00,4,1
27966,1147459,793212,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Bricelyn,56014,Biopic Title 2,2024-02-03 13:00:00,2023-11-04 17:25:00,91,13
27967,1147460,793211,Dinner & Show,Phone Order,4,USD,63.95,255.8,United States,North Dakota,Fargo,58104,Biopic Title 2,2023-11-12 18:30:00,2023-11-04 17:26:00,8,1
27968,1147461,793213,Dinner & Show,Phone Order,3,USD,118.13,354.39,United States,Minnesota,Hopkins,55343,Biopic Title 2,2023-12-02 20:00:00,2023-11-04 17:29:00,28,4
27969,1147462,718294,Dinner & Show,Web Order,6,USD,87.79,526.74,United States,Minnesota,Wayzata,55391,Biopic Title 2,2023-12-27 20:00:00,2023-11-04 17:40:00,53,8
27970,1147469,793218,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Shoreview,55126,Biopic Title 2,2023-12-09 13:00:00,2023-11-04 17:58:00,35,5
27971,1147471,42657,Dinner & Show,Phone Order,2,USD,89.96,179.92,United States,Minnesota,Burnsville,55337,Biopic Title 2,2023-11-15 20:00:00,2023-11-04 18:03:00,11,2
27972,1147472,793220,Dinner & Show,Web Order,2,USD,100.79,201.58,United States,Minnesota,Ceylon,56121,Biopic Title 2,2023-12-03 18:30:00,2023-11-04 18:14:00,29,4
27973,1147473,793223,Dinner & Show,Web Order,4,USD,120.63,482.52,United States,Minnesota,Minneapolis,55433,Biopic Title 2,2023-12-02 20:00:00,2023-11-04 18:23:00,28,4
27974,1147477,793221,Dinner & Show,Web Order,4,USD,118.13,472.52,United States,Michigan,Ironwood,49938,Biopic Title 2,2023-11-10 20:00:00,2023-11-04 18:33:00,6,1
27975,1147480,793225,Dinner & Show,Web Order,2,USD,118.13,236.26,United States,Minnesota,Saint Paul,55108,Biopic Title 2,2023-11-24 20:00:00,2023-11-04 18:52:00,20,3
27976,1147481,448729,Dinner & Show,Web Order,5,USD,118.49,592.46,United States,Minnesota,Chaska,55318,Biopic Title 2,2023-12-01 20:00:00,2023-11-04 18:55:00,27,4
27977,1147481,448729,Dinner & Show,Web Order,4,USD,118.49,473.96,United States,Minnesota,Chaska,55318,Biopic Title 2,2023-12-01 20:00:00,2023-11-04 18:55:00,27,4
27978,1147482,722565,Dinner & Show,Window Order,2,USD,74.78,149.56,United States,Minnesota,Chanhassen,55317,Biopic Title 2,2024-02-21 20:00:00,2023-11-04 19:10:00,109,16
27979,1147484,793227,Dinner & Show,Web Order,4,USD,118.13,472.52,United States,Minnesota,St Clair,56080,Biopic Title 2,2023-12-09 20:00:00,2023-11-04 19:16:00,35,5
27980,1147485,793229,Dinner & Show,Web Order,6,USD,85.62,513.72,United States,Minnesota,Bovey,55709,Biopic Title 2,2023-11-24 13:00:00,2023-11-04 19:20:00,20,3
27981,1147487,793228,Dinner & Show,Web Order,4,USD,118.94,475.77,United States,Minnesota,Monticello,55362,Biopic Title,2024-03-02 20:00:00,2023-11-04 19:26:00,119,17
27982,1147492,793233,Dinner & Show,Web Order,3,USD,85.62,256.86,United States,Minnesota,Plymouth,55441,Biopic Title 2,2023-12-13 13:00:00,2023-11-04 19:54:00,39,6
27983,1147496,793236,Dinner & Show,Web Order,4,USD,33.32,133.29,United States,Minnesota,Eden Prairie,55347,Biopic Title 2,2023-12-17 18:30:00,2023-11-04 20:51:00,43,6
27984,1147497,793237,Dinner & Show,Web Order,4,USD,85.62,342.48,United States,Minnesota,Rochester,55902,Biopic Title 2,2024-01-17 13:00:00,2023-11-04 21:06:00,74,11
27985,1147499,750845,Dinner & Show,Web Order,3,USD,74.78,224.34,United States,Minnesota,Eden Prairie,55347,Biopic Title,2024-03-14 20:00:00,2023-11-04 22:37:00,131,19
27986,1147500,793239,Dinner & Show,Web Order,2,USD,69.37,138.74,United States,Wisconsin,Hudson,54016,Biopic Title,2024-03-26 20:00:00,2023-11-04 22:39:00,143,20
27987,1147508,793247,Dinner & Show,Web Order,3,USD,91.04,273.12,United States,Minnesota,Apple Valley,55124,Biopic Title 2,2024-01-13 13:00:00,2023-11-05 07:43:00,69,10
27988,1147509,793248,Dinner & Show,Web Order,4,USD,97.27,389.09,United States,Minnesota,St Peter,56082,Biopic Title 2,2024-01-06 13:00:00,2023-11-05 08:20:00,62,9
27989,1147510,793249,Dinner & Show,Web Order,2,USD,112.72,225.44,United States,Minnesota,Orono,55356,Biopic Title 2,2023-12-15 20:00:00,2023-11-05 08:43:00,40,6
27990,1147513,793251,Dinner & Show,Web Order,2,USD,85.62,171.24,United States,Minnesota,Forest Lake,55025,Biopic Title 2,2024-01-24 13:00:00,2023-11-05 08:59:00,80,11
27991,1147515,793252,Dinner & Show,Web Order,5,USD,85.62,428.1,United States,Minnesota,Albany,56307,Biopic Title 2,2023-12-27 13:00:00,2023-11-05 09:20:00,52,7
27992,1147516,793253,Dinner & Show,Web Order,4,USD,93.21,372.84,United States,Minnesota,Shakopee,55379,Biopic Title 2,2023-11-22 20:00:00,2023-11-05 09:29:00,17,2
27993,1147520,793255,Dinner & Show,Web Order,2,USD,98.08,196.17,United States,Minnesota,Waseca,56093,Biopic Title 2,2024-01-20 13:00:00,2023-11-05 10:32:00,76,11
27994,1147523,793257,Dinner & Show,Web Order,4,USD,118.94,475.77,United States,Minnesota,Minneapolis,55419,Biopic Title 2,2023-12-09 20:00:00,2023-11-05 10:53:00,34,5
27995,1147524,793258,Dinner & Show,Web Order,4,USD,91.04,364.16,United States,Minnesota,Eden Prairie,55347,Biopic Title,2024-05-03 20:00:00,2023-11-05 10:59:00,180,26
27996,1147525,793259,Dinner & Show,Web Order,6,USD,74.78,448.68,United States,Minnesota,New Hope,55427,Biopic Title 2,2023-11-22 20:00:00,2023-11-05 11:34:00,17,2
27997,1147526,793260,Dinner & Show,Web Order,2,USD,109.47,218.93,United States,Minnesota,Minneapolis,55419,Biopic Title 2,2023-11-19 18:30:00,2023-11-05 11:40:00,14,2
27998,1147527,793261,Dinner & Show,Web Order,4,USD,85.62,342.48,United States,Minnesota,Plymouth,55446,Biopic Title 2,2024-01-03 13:00:00,2023-11-05 11:45:00,59,8
27999,1147529,475913,Dinner & Show,Web Order,2,USD,96.46,192.92,United States,Minnesota,Chaska,55318,Biopic Title 2,2023-12-27 20:00:00,2023-11-05 11:52:00,52,7
28000,1147531,793263,Dinner & Show,Web Order,2,USD,118.13,236.26,United States,Minnesota,Zimmerman,55398,Biopic Title 2,2023-11-10 20:00:00,2023-11-05 11:55:00,5,1
28001,1147533,793266,Dinner & Show,Web Order,4,USD,69.37,277.48,United States,Minnesota,Robbinsdale,55422,Biopic Title,2024-04-02 19:30:00,2023-11-05 12:14:00,149,21
28002,1147535,793268,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Cottage Grove,55016,Biopic Title 2,2023-11-21 20:00:00,2023-11-05 12:39:00,16,2
28003,1147536,501997,Dinner & Show,Web Order,6,USD,118.13,708.78,United States,Minnesota,Eden Prairie,55347,Biopic Title 2,2023-11-24 20:00:00,2023-11-05 12:45:00,19,3
28004,1147536,501997,Dinner & Show,Web Order,2,USD,118.13,236.26,United States,Minnesota,Eden Prairie,55347,Biopic Title 2,2023-11-24 20:00:00,2023-11-05 12:45:00,19,3
28005,1147537,793269,Dinner & Show,Web Order,6,USD,113.26,679.57,United States,Minnesota,Minneapolis,55426,Biopic Title 2,2023-12-10 18:30:00,2023-11-05 12:51:00,35,5
28006,1147538,793270,Dinner & Show,Web Order,2,USD,96.46,192.92,United States,Minnesota,Mahtomedi,55115,Biopic Title 2,2023-12-23 13:00:00,2023-11-05 12:53:00,48,7
28007,1147541,793272,Dinner & Show,Web Order,2,USD,123.13,246.26,United States,Nebraska,Omaha,68131,Biopic Title 2,2023-12-01 20:00:00,2023-11-05 12:59:00,26,4
28008,1147542,793273,Dinner & Show,Web Order,3,USD,104.69,314.08,United States,Minnesota,Montevideo,56265,Biopic Title 2,2023-11-12 18:30:00,2023-11-05 13:09:00,7,1
28009,1147542,793273,Dinner & Show,Web Order,2,USD,104.69,209.38,United States,Minnesota,Montevideo,56265,Biopic Title 2,2023-11-12 18:30:00,2023-11-05 13:09:00,7,1
28010,1147543,793275,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Plymouth,55441,Biopic Title 2,2023-12-20 20:00:00,2023-11-05 13:13:00,45,6
28011,1147545,793276,Dinner & Show,Web Order,2,USD,106.21,212.42,United States,Minnesota,Maplewood,55119,Biopic Title 2,2023-11-05 18:30:00,2023-11-05 13:21:00,0,0
28012,1147546,793277,Dinner & Show,Web Order,4,USD,97.27,389.09,United States,Minnesota,Plymouth,55446,Biopic Title,2024-04-13 13:00:00,2023-11-05 13:24:00,160,23
28013,1147549,793279,Dinner & Show,Web Order,4,USD,118.13,472.52,United States,Iowa,Ankeny,50023,Biopic Title,2024-03-09 20:00:00,2023-11-05 13:35:00,125,18
28014,1147550,667808,Dinner & Show,Web Order,4,USD,69.37,277.48,United States,Minnesota,Maple Grove,55311,Biopic Title 2,2023-11-22 20:00:00,2023-11-05 13:40:00,17,2
28015,1147551,793280,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Brooklyn Park,55443,Biopic Title 2,2024-02-17 13:00:00,2023-11-05 14:07:00,104,15
28016,1147556,793286,Dinner & Show,Web Order,5,USD,112.72,563.6,United States,Minnesota,Duluth,55811,Biopic Title 2,2023-11-24 20:00:00,2023-11-05 14:40:00,19,3
28017,1147559,793288,Dinner & Show,Web Order,4,USD,120.63,482.52,United States,Minnesota,Excelsior,55331,Biopic Title 2,2024-01-05 20:00:00,2023-11-05 14:58:00,61,9
28018,1147560,398026,Dinner & Show,Phone Order,3,USD,113.79,341.37,United States,Minnesota,Chanhassen,55317,Biopic Title 2,2023-11-25 20:00:00,2023-11-05 15:12:00,20,3
28019,1147561,793291,Dinner & Show,Web Order,4,USD,90.77,363.09,United States,Minnesota,Bloomington,55431,Biopic Title 2,2023-11-22 20:00:00,2023-11-05 15:23:00,17,2
28020,1147562,793292,Dinner & Show,Web Order,3,USD,89.96,269.87,United States,Minnesota,Falcon Heights,55113,Biopic Title 2,2023-11-23 13:00:00,2023-11-05 15:41:00,18,3
28021,1147565,793294,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Carver,55315,Biopic Title 2,2024-01-13 13:00:00,2023-11-05 16:01:00,69,10
28022,1147567,793297,Dinner & Show,Web Order,4,USD,89.96,359.84,United States,Minnesota,Long Lake,55356,Biopic Title,2024-03-27 20:00:00,2023-11-05 16:23:00,143,20
28023,1147568,793298,Dinner & Show,Web Order,6,USD,96.46,578.76,United States,Minnesota,Maplewood,55109,Biopic Title,2024-05-11 13:00:00,2023-11-05 16:47:00,188,27
28024,1147569,793299,Dinner & Show,Web Order,4,USD,109.47,437.86,United States,Minnesota,Moorhead,56560,Biopic Title 2,2023-11-19 18:30:00,2023-11-05 16:46:00,14,2
28025,1147570,793300,Dinner & Show,Web Order,4,USD,69.37,277.48,United States,Minnesota,Eden Prairie,55347,Biopic Title 2,2023-12-10 18:30:00,2023-11-05 17:08:00,35,5
28026,1147571,793283,Dinner & Show,Web Order,4,USD,118.94,475.77,United States,Minnesota,Hastings,55033,Biopic Title 2,2023-11-18 20:00:00,2023-11-05 17:26:00,13,2
28027,1147572,793301,Dinner & Show,Web Order,2,USD,118.13,236.26,United States,Minnesota,Cottage Grove,55016,Biopic Title,2024-04-26 20:00:00,2023-11-05 17:28:00,173,25
28028,1147574,793302,Dinner & Show,Web Order,4,USD,115.22,460.88,United States,Minnesota,Minneapolis,55409,Biopic Title 2,2024-02-11 18:30:00,2023-11-05 17:32:00,98,14
28029,1147575,793304,Dinner & Show,Web Order,3,USD,97.54,292.63,United States,Minnesota,Andover,55304,Biopic Title 2,2023-12-30 13:00:00,2023-11-05 17:45:00,55,8
28030,1147576,793307,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Wisconsin,Somerset,54025,Biopic Title 2,2023-12-16 13:00:00,2023-11-05 17:46:00,41,6
28031,1147578,793308,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Glencoe,55336,Biopic Title 2,2023-12-23 13:00:00,2023-11-05 17:53:00,48,7
28032,1147581,793309,Dinner & Show,Web Order,4,USD,118.13,472.52,United States,Minnesota,Rochester,55902,Biopic Title 2,2023-12-01 20:00:00,2023-11-05 18:06:00,26,4
28033,1147582,793311,Dinner & Show,Web Order,2,USD,71.0,141.99,United States,Oklahoma,El Reno,73036,Biopic Title 2,2023-11-21 20:00:00,2023-11-05 18:22:00,16,2
28034,1147587,793312,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Swanville,56382,Biopic Title 2,2024-01-13 13:00:00,2023-11-05 18:43:00,69,10
28035,1147588,793314,Dinner & Show,Web Order,1,USD,96.46,96.46,United States,Minnesota,Osseo,55369,Biopic Title 2,2023-11-08 20:00:00,2023-11-05 18:44:00,3,0
28036,1147589,793315,Dinner & Show,Web Order,4,USD,150.65,602.6,United States,Minnesota,Woodbury,55129,Biopic Title 2,2023-12-31 20:00:00,2023-11-05 19:06:00,56,8
28037,1147590,793316,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Minneapolis,55408,Biopic Title 2,2023-12-16 13:00:00,2023-11-05 19:01:00,41,6
28038,1147595,793321,Dinner & Show,Web Order,5,USD,104.48,522.41,United States,Minnesota,Mahtomedi,55115,Biopic Title 2,2024-01-07 18:30:00,2023-11-05 19:28:00,63,9
28039,1147596,793316,Dinner & Show,Web Order,2,USD,96.46,192.92,United States,Minnesota,Minneapolis,55408,Biopic Title 2,2023-12-16 13:00:00,2023-11-05 19:35:00,41,6
28040,1147598,793323,Dinner & Show,Web Order,2,USD,93.21,186.42,United States,Minnesota,Eden Prairie,55347,Biopic Title 2,2023-11-08 20:00:00,2023-11-05 19:51:00,3,0
28041,1147599,793324,Dinner & Show,Web Order,4,USD,94.29,377.16,United States,Minnesota,Savage,55378,Biopic Title 2,2023-11-23 13:00:00,2023-11-05 19:53:00,18,3
28042,1147600,793325,Dinner & Show,Web Order,4,USD,118.13,472.52,United States,Minnesota,Saint Paul,55102,Biopic Title 2,2023-11-18 20:00:00,2023-11-05 19:59:00,13,2
28043,1147601,885749,Dinner & Show,Web Order,4,USD,112.72,450.88,United States,Minnesota,Minneapolis,55406,Biopic Title 2,2023-12-17 18:30:00,2023-11-05 20:07:00,42,6
28044,1147604,793330,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Minnetonka,55343,Biopic Title 2,2024-01-31 20:00:00,2023-11-05 20:54:00,87,12
28045,1147605,793331,Dinner & Show,Web Order,2,USD,112.72,225.44,United States,Minnesota,Warren,56762,Biopic Title 2,2023-11-11 20:00:00,2023-11-05 21:33:00,6,1
28046,1147606,793332,Dinner & Show,Web Order,2,USD,112.72,225.44,United States,Minnesota,Savage,55378,Biopic Title 2,2023-12-23 20:00:00,2023-11-05 21:33:00,48,7
28047,1147607,793333,Dinner & Show,Web Order,5,USD,112.72,563.6,United States,Minnesota,Excelsior,55331,Biopic Title 2,2023-12-22 20:00:00,2023-11-05 21:48:00,47,7
28048,1147608,793334,Dinner & Show,Web Order,2,USD,89.96,179.92,United States,Minnesota,Plymouth,55447,Biopic Title 2,2023-11-14 20:00:00,2023-11-05 21:49:00,9,1
28049,1147609,793336,Dinner & Show,Web Order,4,USD,85.62,342.48,United States,Minnesota,Litchfield,55355,Biopic Title 2,2024-01-03 13:00:00,2023-11-06 07:05:00,58,8
28050,1147611,793337,Dinner & Show,Web Order,2,USD,44.98,89.96,United States,Minnesota,Shoreview,55126,Biopic Title 2,2023-11-15 20:00:00,2023-11-06 08:03:00,9,1
28051,1147612,793338,Dinner & Show,Web Order,4,USD,119.56,478.23,United States,Minnesota,Blaine,55449,Biopic Title 2,2023-12-08 20:00:00,2023-11-06 08:04:00,32,5
28052,1147612,793338,Dinner & Show,Web Order,3,USD,119.56,358.68,United States,Minnesota,Blaine,55449,Biopic Title 2,2023-12-08 20:00:00,2023-11-06 08:04:00,32,5
28053,1147614,793340,Dinner & Show,Web Order,2,USD,96.46,192.92,United States,Minnesota,Maple Grove,55311,Biopic Title,2024-03-16 13:00:00,2023-11-06 08:13:00,131,19
28054,1147617,793343,Dinner & Show,Web Order,6,USD,89.6,537.58,United States,Minnesota,Maple Grove,55369,Biopic Title 2,2023-11-22 20:00:00,2023-11-06 08:34:00,16,2
28055,1147619,793344,Dinner & Show,Web Order,2,USD,69.37,138.74,United States,Minnesota,Mount Iron,55768,Biopic Title 2,2023-11-24 20:00:00,2023-11-06 08:40:00,18,3
28056,1147621,793345,Dinner & Show,Web Order,2,USD,118.13,236.26,United States,Minnesota,Minnetonka,55305,Biopic Title 2,2023-11-24 20:00:00,2023-11-06 08:57:00,18,3
28057,1147623,789546,Dinner & Show,Group Order,5,USD,87.79,438.95,United States,Minnesota,Maple Grove,55369,Biopic Title,2024-04-20 13:00:00,2023-11-06 09:17:00,166,24
28058,1147623,789546,Dinner & Show,Group Order,4,USD,87.79,351.16,United States,Minnesota,Maple Grove,55369,Biopic Title,2024-04-20 13:00:00,2023-11-06 09:17:00,166,24
28059,1147626,793348,Dinner & Show,Web Order,2,USD,93.21,186.42,United States,Minnesota,Chanhassen,55317,Biopic Title 2,2023-12-13 20:00:00,2023-11-06 09:55:00,37,5
28060,1147631,793351,Dinner & Show,Phone Order,4,USD,85.62,342.48,United States,Minnesota,Henning,56551,Biopic Title 2,2023-11-15 13:00:00,2023-11-06 10:10:00,9,1
28061,1147632,447044,Show Only,Phone Order,4,USD,71.87,287.48,United States,Minnesota,Norwood Young America,55368,Biopic Title 2,2023-11-11 13:00:00,2023-11-06 10:11:00,5,1
28062,1147633,727516,Dinner & Show,Web Order,6,USD,69.37,416.22,United States,Minnesota,Shakopee,55379,Biopic Title,2024-06-09 18:30:00,2023-11-06 10:12:00,216,31
28063,1147634,793350,Dinner & Show,Phone Order,2,USD,69.37,138.74,United States,Minnesota,Maple Grove,55311,Biopic Title 2,2023-11-14 20:00:00,2023-11-06 10:12:00,8,1
28064,1147636,690123,Dinner & Show,Phone Order,2,USD,109.47,218.93,United States,Minnesota,Norwood Young America,55397,Biopic Title 2,2023-12-10 18:30:00,2023-11-06 10:15:00,34,5
28065,1147637,793296,Dinner & Show,Phone Order,4,USD,94.29,377.16,United States,Minnesota,Chaska,55318,Biopic Title 2,2023-11-23 13:00:00,2023-11-06 10:15:00,17,2
28066,1147638,793353,Dinner & Show,Phone Order,3,USD,85.62,256.86,United States,Minnesota,Hugo,55038,Biopic Title 2,2023-11-24 13:00:00,2023-11-06 10:21:00,18,3
28067,1147639,793354,Dinner & Show,Web Order,4,USD,102.69,410.77,United States,Minnesota,Belle Plaine,56011,Biopic Title 2,2023-11-30 20:00:00,2023-11-06 10:21:00,24,3
28068,1147640,125514,Dinner & Show,Phone Order,2,USD,0.0,0.0,United States,Minnesota,Roseau,56751,Biopic Title 2,2023-11-10 20:00:00,2023-11-06 10:21:00,4,1
28069,1147641,419506,Dinner & Show,Phone Order,4,USD,89.96,359.84,United States,Minnesota,West Saint Paul,55118,Biopic Title 2,2024-02-13 20:00:00,2023-11-06 10:22:00,99,14
28070,1147642,695146,Dinner & Show,Phone Order,5,USD,93.64,468.22,United States,Minnesota,Mankato,56001,Biopic Title 2,2023-11-09 20:00:00,2023-11-06 10:23:00,3,0
28071,1147643,531572,Dinner & Show,Phone Order,2,USD,85.62,171.24,United States,Minnesota,Shorewood,55331,Biopic Title 2,2023-12-20 13:00:00,2023-11-06 10:26:00,44,6
28072,1147644,814050,Dinner & Show,Phone Order,3,USD,67.2,201.6,United States,Minnesota,Edina,55435,Biopic Title 2,2023-11-23 13:00:00,2023-11-06 10:27:00,17,2
28073,1147649,793359,Dinner & Show,Phone Order,2,USD,0.0,0.0,United States,Minnesota,Welcome,56181,Biopic Title 2,2023-11-25 20:00:00,2023-11-06 10:36:00,19,3
28074,1147650,793358,Dinner & Show,Phone Order,2,USD,87.25,174.49,United States,Minnesota,Monticello,55362,Biopic Title 2,2023-11-24 13:00:00,2023-11-06 10:36:00,18,3
28075,1147651,523005,Dinner & Show,Web Order,6,USD,74.78,448.68,United States,Minnesota,Lindstrom,55045,Biopic Title 2,2024-01-16 20:00:00,2023-11-06 10:37:00,71,10
28076,1147652,751725,Dinner & Show,Phone Order,6,USD,90.5,543.01,United States,Minnesota,Shakopee,55379,Biopic Title 2,2023-12-05 20:00:00,2023-11-06 10:38:00,29,4
28077,1147653,763634,Dinner & Show,Phone Order,3,USD,118.13,354.39,United States,Minnesota,Hoffman,56339,Biopic Title 2,2023-11-10 20:00:00,2023-11-06 10:39:00,4,1
28078,1147654,793360,Dinner & Show,Phone Order,6,USD,96.46,578.76,United States,Minnesota,St Paul,55102,Biopic Title 2,2024-02-17 13:00:00,2023-11-06 10:42:00,103,15
28079,1147654,793360,Dinner & Show,Phone Order,5,USD,96.46,482.3,United States,Minnesota,St Paul,55102,Biopic Title 2,2024-02-17 13:00:00,2023-11-06 10:42:00,103,15
28080,1147655,235921,Dinner & Show,Phone Order,2,USD,89.96,179.92,United States,Minnesota,Cumberland,54829,Biopic Title 2,2023-11-21 20:00:00,2023-11-06 10:44:00,15,2
28081,1147656,793361,Dinner & Show,Phone Order,2,USD,85.62,171.24,United States,Minnesota,Shoreview,55126,Biopic Title 2,2023-12-06 13:00:00,2023-11-06 10:46:00,30,4
28082,1147658,793362,Show Only,Phone Order,4,USD,64.76,259.05,United States,Minnesota,Owatonna,55060,Biopic Title 2,2023-11-15 13:00:00,2023-11-06 10:49:00,9,1
28083,1147659,359319,Show Only,Phone Order,2,USD,63.95,127.9,United States,Minnesota,Plymouth,55446,Biopic Title 2,2023-11-15 13:00:00,2023-11-06 10:49:00,9,1
28084,1147661,793365,Dinner & Show,Web Order,6,USD,118.13,708.78,United States,Minnesota,Rochester,55906,Biopic Title 2,2023-11-25 20:00:00,2023-11-06 10:51:00,19,3
28085,1147662,793366,Dinner & Show,Web Order,4,USD,85.62,342.48,United States,Minnesota,Belle Plaine,56011,Biopic Title 2,2023-11-24 13:00:00,2023-11-06 10:50:00,18,3
28086,1147663,793367,Dinner & Show,Phone Order,2,USD,118.13,236.26,United States,Wisconsin,Trempealeau,54661,Biopic Title 2,2023-12-01 20:00:00,2023-11-06 10:53:00,25,4
28087,1147664,600734,Dinner & Show,Phone Order,3,USD,80.2,240.6,United States,Minnesota,Burnsville,55337,Biopic Title 2,2023-11-24 13:00:00,2023-11-06 10:54:00,18,3
28088,1147665,745468,Dinner & Show,Phone Order,3,USD,105.13,315.39,United States,Minnesota,Otsego,55320,Biopic Title 2,2023-11-12 18:30:00,2023-11-06 10:54:00,6,1
28089,1147666,421158,Dinner & Show,Phone Order,4,USD,86.43,345.73,United States,Minnesota,Roseville,55113,Biopic Title 2,2023-12-06 13:00:00,2023-11-06 10:55:00,30,4
28090,1147672,793371,Dinner & Show,Web Order,4,USD,96.46,385.84,United States,Minnesota,Corcoran,55340,Biopic Title 2,2023-11-22 20:00:00,2023-11-06 11:01:00,16,2
28091,1147673,746381,Dinner & Show,Phone Order,2,USD,96.46,192.92,United States,Minnesota,New Prague,56071,Biopic Title 2,2023-12-16 13:00:00,2023-11-06 11:02:00,40,6
28092,1147674,750845,Dinner & Show,Web Order,4,USD,97.0,388.02,United States,Minnesota,Eden Prairie,55347,Biopic Title 2,2023-12-07 20:00:00,2023-11-06 11:03:00,31,4
28093,1147675,793368,Dinner & Show,Group Order,6,USD,72.61,435.66,United States,Minnesota,Chaska,55318,Biopic Title 2,2024-01-17 13:00:00,2023-11-06 11:03:00,72,10
28094,1147677,244533,Show Only,Phone Order,2,USD,63.95,127.9,United States,Minnesota,Minneapolis,55408,Biopic Title 2,2023-11-15 13:00:00,2023-11-06 11:07:00,9,1
28095,1147678,793372,Dinner & Show,Web Order,5,USD,106.65,533.24,United States,Minnesota,Oak Grove,55303,Biopic Title 2,2023-12-03 18:30:00,2023-11-06 11:07:00,27,4
28096,1147679,778864,Dinner & Show,Window Order,6,USD,83.32,499.92,United States,Minnesota,Prior Lake,55372,Biopic Title,2024-04-10 19:30:00,2023-11-06 11:08:00,156,22
28097,1147681,793374,Dinner & Show,Phone Order,2,USD,114.34,228.69,United States,Minnesota,Bagley,56621,Biopic Title 2,2023-11-10 20:00:00,2023-11-06 11:12:00,4,1
